"Helpful Sales and Repair Service ",1421810.9242,1994,25
Global Sports Outlet,1421810.9242,1993,26
Expert Cycle Store,1421810.9242,1995,24
Fitness Discount Store,1421810.9242,1993,26
Region Bike Company,1421810.9242,1992,27
Major Bicycle Store,1421810.9242,1992,27
Uncompromising Quality Co,1421810.9242,1991,28
Quality Bike Sales,1421810.9242,1991,28
Eastside Cycle Shop,1421810.9242,1988,31
List Price Catalog Company,1421810.9242,1988,31
Twin Cycles,1421810.9242,1988,31
Cross-town Parts Shop,1421810.9242,1990,29
Liquidation Sales,1421810.9242,1990,29
Ideal Components,1421810.9242,1984,35
Cycle Parts and Accessories,1421810.9242,1985,34
Popular Bike Lines,1421810.9242,1987,32
Nationwide Supply,1421810.9242,1987,32
Fitness Bike Accessories,1421810.9242,1986,33
Gears and Parts Company,1421810.9242,1983,36
Plastic Products Manufacturers,1421810.9242,1982,37
Sensible Sports,1421810.9242,1978,41
Nearest Bike Store,1421810.9242,1976,43
Jumbo Bikes,1421810.9242,1977,42
Mass Market Bikes,1421810.9242,1976,43
Rich Department Store,1421810.9242,1974,45
Kids and Adults Cycle Shop,1421810.9242,1974,45
Online Bike Catalog,1421810.9242,1975,44
Inexpensive Parts Shop,1421810.9242,1972,47
Eastward Bike Accessories,1421810.9242,1974,45
Seaside Bike Works,1421810.9242,1970,49
Fast Bike Works,1421810.9242,1971,48
A Bike Store,1352577.1325,1970,49
Outdoor Sports Supply,1352577.1325,1973,46
Tires and Tubes,1352577.1325,1972,47
Honest Repair Service,1352577.1325,1975,44
Moderately-Priced Bikes Store,1352577.1325,1974,45
Imaginary Toys,1352577.1325,1976,43
Thorough Parts and Repair Services,1352577.1325,1975,44
Riding Associates,1352577.1325,1978,41
City Manufacturing,1352577.1325,1979,40
Authorized Bike Sales and Rental,1352577.1325,1980,39
Family Entertainment Center,1352577.1325,1980,39
Scooters and Bikes Store,1352577.1325,1982,37
Alternative Vehicles,1352577.1325,1983,36
Bike Experts,1352577.1325,1984,35
Kickstands and Accessories Company,1352577.1325,1982,37
Sellers of Cycles,1352577.1325,1980,39
Capable Sales and Service,1352577.1325,1981,38
Fad Outlet,1352577.1325,1990,29
Sports Merchandise,1352577.1325,1989,30
Two Bike Shops,1352577.1325,1991,28
Cycle Clearance,1352577.1325,1991,28
Roving Sports,1352577.1325,1992,27
Vast Bike Sales and Rental,1352577.1325,1993,26
Synthetic Materials Manufacturing,1352577.1325,1995,24
Official Parts Shop,1352577.1325,1996,23
Raw Materials Inc,1352577.1325,1998,21
Roadway Bike Emporium,1352577.1325,1998,21
Convenient Sales and Service,1352577.1325,1998,21
All Cycle Shop,1352577.1325,1998,21
Successful Sales Company,1352577.1325,1997,22
Travel Sports,1352577.1325,1997,22
Some Discount Store,1352577.1325,1996,23
Center Cycle Shop,1352577.1325,2000,19
Nonskid Tire Company,1352577.1325,1999,20
Fitness Supplies,1352577.1325,1999,20
Front Sporting Goods,1352577.1325,1999,20
Mail-Order Outlet,1352577.1325,2000,19
Certified Bicycle Supply,1352577.1325,2001,18
